,midi_filename,audio_filename,duration,Unnamed: 0
15,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schuim-3_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schuim-3_AkPnStgb.wav,315.3124943310657,113.0
16,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-ty_maerz_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-ty_maerz_StbgTGd2.wav,137.06244897959184,268.0
17,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-ty_juli_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-ty_juli_AkPnBcht.wav,114.54809523809524,28.0
18,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_et5_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_et5_AkPnCGdD.wav,193.0157142857143,78.0
19,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-alb_esp2_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-alb_esp2_AkPnStgb.wav,127.4559410430839,90.0
20,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-ty_september_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-ty_september_SptkBGAm.wav,164.68596371882086,209.0
21,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-waldstein_3_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-waldstein_3_SptkBGCl.wav,581.4769387755102,239.0
22,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-schub_d960_3_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-schub_d960_3_AkPnCGdD.wav,234.55408163265307,85.0
23,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-grieg_walzer_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-grieg_walzer_SptkBGCl.wav,110.44034013605442,224.0
24,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-alb_se2_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-alb_se2_StbgTGd2.wav,238.97532879818596,240.0
25,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn-p10_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn-p10_AkPnStgb.wav,25.806009070294785,100.0
26,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-appass_3_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-appass_3_AkPnStgb.wav,467.12888888888887,93.0
27,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_333_3_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_333_3_StbgTGd2.wav,349.7602494331066,258.0
28,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-alb_esp3_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-alb_esp3_AkPnCGdD.wav,175.26544217687075,61.0
29,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-liz_et2_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-liz_et2_SptkBGAm.wav,320.7443990929705,198.0
30,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p4_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p4_AkPnBsdf.wav,104.27263038548752,41.0
31,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-br_im2_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-br_im2_AkPnCGdD.wav,162.9803628117914,64.0
32,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p7_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p7_AkPnCGdD.wav,39.44555555555556,72.0
33,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn_op27_1_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn_op27_1_AkPnCGdD.wav,291.8042403628118,75.0
34,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-bor_ps6_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-bor_ps6_AkPnBsdf.wav,115.03866213151927,36.0
35,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-bor_ps1_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-bor_ps1_AkPnCGdD.wav,261.02160997732426,63.0
36,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn-p16_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn-p16_AkPnStgb.wav,62.73696145124717,101.0
37,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-appass_1_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-appass_1_AkPnBsdf.wav,560.6767800453515,33.0
38,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-appass_1_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-appass_1_SptkBGCl.wav,560.6767800453515,213.0
39,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-gra_esp_3_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-gra_esp_3_SptkBGCl.wav,191.0793424036281,223.0
40,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-schu_143_1_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-schu_143_1_AkPnBcht.wav,749.9702947845805,24.0
41,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-scn15_2_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-scn15_2_SptkBGCl.wav,59.23124716553288,233.0
42,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-bk_xmas2_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-bk_xmas2_SptkBGCl.wav,401.2797052154195,215.0
43,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-mond_2_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-mond_2_SptkBGAm.wav,126.69569160997732,202.0
44,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-alb_se7_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-alb_se7_AkPnBsdf.wav,154.18648526077098,32.0
45,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-waldstein_1_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-waldstein_1_AkPnStgb.wav,620.9336054421768,119.0
46,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-bach_846_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-bach_846_AkPnBcht.wav,228.05861678004536,1.0
47,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-chpn_op33_4_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-chpn_op33_4_SptkBGAm.wav,316.78439909297055,191.0
48,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-chpn-e01_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-chpn-e01_StbgTGd2.wav,112.9690022675737,245.0
49,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-chpn-p13_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-chpn-p13_AkPnBcht.wav,155.48519274376417,5.0
50,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn_op10_e12_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn_op10_e12_AkPnCGdD.wav,141.26628117913833,74.0
51,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-scn16_4_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-scn16_4_SptkBGCl.wav,209.22183673469388,236.0
52,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-pathetique_1_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-pathetique_1_SptkBGCl.wav,561.5391383219954,231.0
53,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p11-format0_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p11-format0_AkPnCGdD.wav,32.77759637188208,66.0
54,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-alb_se3_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-alb_se3_AkPnBcht.wav,250.0778231292517,0.0
55,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-alb_esp6_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-alb_esp6_SptkBGCl.wav,154.32709750566897,212.0
56,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schumm-1_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schumm-1_AkPnStgb.wav,269.7098185941043,114.0
57,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-alb_se6_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-alb_se6_AkPnStgb.wav,240.68172335600903,92.0
58,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-liz_et4_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-liz_et4_SptkBGCl.wav,117.15034013605442,225.0
59,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-gra_esp_2_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-gra_esp_2_AkPnStgb.wav,209.9081859410431,105.0
60,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-grieg_butterfly_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-grieg_butterfly_AkPnBsdf.wav,100.21206349206348,43.0
61,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-chpn_op7_2_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-chpn_op7_2_SptkBGAm.wav,161.62068027210884,192.0
62,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-hay_40_1_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-hay_40_1_AkPnBcht.wav,396.8679818594104,19.0
63,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-ty_oktober_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-ty_oktober_SptkBGAm.wav,193.42068027210885,208.0
64,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-alb_se4_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-alb_se4_AkPnBsdf.wav,219.08614512471652,31.0
65,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-bach_850_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-bach_850_AkPnBsdf.wav,175.47319727891156,34.0
66,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-liz_rhap10_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-liz_rhap10_AkPnBsdf.wav,284.4521088435374,48.0
67,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-liz_et1_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-liz_et1_SptkBGAm.wav,289.3907029478458,197.0
68,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-chpn-p8_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-chpn-p8_AkPnBcht.wav,91.15083900226756,11.0
69,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-alb_esp2_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-alb_esp2_AkPnCGdD.wav,127.45591836734694,60.0
70,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-chpn-p4_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-chpn-p4_AkPnBcht.wav,104.27265306122447,10.0
71,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-deb_menu_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-deb_menu_StbgTGd2.wav,251.36020408163265,248.0
72,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-ty_november_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-ty_november_SptkBGCl.wav,177.8949433106576,238.0
73,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-mond_2_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-mond_2_SptkBGCl.wav,126.69569160997732,227.0
74,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schumm-3_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schumm-3_AkPnStgb.wav,106.95591836734694,115.0
75,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_311_1_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_311_1_StbgTGd2.wav,262.03680272108846,253.0
76,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-scn15_11_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-scn15_11_StbgTGd2.wav,78.90571428571428,264.0
77,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-chpn-p24_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-chpn-p24_AkPnBcht.wav,125.21879818594104,8.0
78,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-bk_xmas4_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-bk_xmas4_StbgTGd2.wav,230.85333333333327,242.0
79,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-mz_331_2_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-mz_331_2_AkPnBcht.wav,367.6289795918368,21.0
80,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-scn16_2_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-scn16_2_SptkBGCl.wav,442.3171201814058,235.0
81,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-chpn-p2_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-chpn-p2_SptkBGCl.wav,118.07732426303856,219.0
82,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-mz_330_1_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-mz_330_1_SptkBGCl.wav,539.9878231292518,229.0
83,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-ty_januar_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-ty_januar_AkPnStgb.wav,283.70097505668934,117.0
84,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-br_im2_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-br_im2_SptkBGAm.wav,162.98038548752834,184.0
85,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-mendel_op62_5_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-mendel_op62_5_SptkBGAm.wav,159.26034013605442,200.0
86,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_et_trans5_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_et_trans5_AkPnCGdD.wav,197.5431972789116,80.0
87,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-bach_847_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-bach_847_AkPnBcht.wav,192.25575963718825,2.0
88,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-liz_et_trans4_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-liz_et_trans4_SptkBGAm.wav,375.3265306122449,199.0
89,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-scn16_7_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-scn16_7_SptkBGAm.wav,126.24052154195012,206.0
90,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-grieg_walzer_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-grieg_walzer_AkPnBcht.wav,110.44034013605442,17.0
91,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schuim-1_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schuim-1_AkPnStgb.wav,466.5884353741496,112.0
92,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-waldstein_1_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-waldstein_1_AkPnBsdf.wav,620.9335827664399,59.0
93,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn_op35_3_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn_op35_3_AkPnStgb.wav,448.2390022675737,103.0
94,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_331_2_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_331_2_StbgTGd2.wav,367.6289795918368,254.0
95,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-chpn-p7_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-chpn-p7_SptkBGCl.wav,39.44555555555556,221.0
96,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-chpn-p14_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-chpn-p14_AkPnBcht.wav,29.675668934240363,6.0
97,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-bor_ps6_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-bor_ps6_StbgTGd2.wav,115.03866213151927,244.0
98,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-scn16_3_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-scn16_3_StbgTGd2.wav,256.40814058956914,266.0
99,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-schub_d760_1_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-schub_d760_1_AkPnBcht.wav,353.89675736961453,22.0
100,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-liz_et6_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-liz_et6_StbgTGd2.wav,327.5102267573696,250.0
101,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_570_1_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_570_1_StbgTGd2.wav,478.5040136054422,260.0
102,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p19_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p19_AkPnBsdf.wav,69.22471655328798,38.0
103,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-chpn-p19_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-chpn-p19_StbgTGd2.wav,69.22471655328798,246.0
104,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-chpn-e01_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-chpn-e01_SptkBGAm.wav,112.96902494331066,186.0
105,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-mendel_op53_5_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-mendel_op53_5_AkPnCGdD.wav,153.63507936507938,82.0
106,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_rhap02_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_rhap02_AkPnCGdD.wav,527.3949886621315,81.0
107,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-bk_xmas2_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-bk_xmas2_AkPnStgb.wav,401.2797052154195,96.0
108,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-chpn_op27_2_SptkBGCl.mid,F:\MAPS\SptkBGCl\MUS\MAPS_MUS-chpn_op27_2_SptkBGCl.wav,311.3044897959184,222.0
109,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p11_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p11_AkPnCGdD.wav,32.77759637188208,67.0
110,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_332_2_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_332_2_StbgTGd2.wav,267.722947845805,256.0
111,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-chp_op31_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-chp_op31_AkPnBcht.wav,516.5549433106576,14.0
112,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-grieg_kobold_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-grieg_kobold_AkPnStgb.wav,86.95117913832199,106.0
113,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p15_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p15_AkPnCGdD.wav,274.60462585034014,70.0
114,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p9_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p9_AkPnBsdf.wav,91.2731746031746,42.0
115,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-grieg_butterfly_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-grieg_butterfly_StbgTGd2.wav,100.21204081632654,249.0
116,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_333_2_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_333_2_StbgTGd2.wav,524.6232653061224,257.0
117,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-scn15_12_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-scn15_12_StbgTGd2.wav,85.75766439909297,265.0
118,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_545_3_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-mz_545_3_StbgTGd2.wav,107.76183673469389,259.0
119,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-scn15_13_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-scn15_13_AkPnStgb.wav,79.96176870748299,116.0
120,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-schumm-6_AkPnBcht.mid,F:\MAPS\AkPnBcht\MUS\MAPS_MUS-schumm-6_AkPnBcht.wav,315.4509297052154,23.0
121,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-liz_et_trans5_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-liz_et_trans5_StbgTGd2.wav,196.42816326530613,251.0
122,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-grieg_elfentanz_SptkBGAm.mid,F:\MAPS\SptkBGAm\MUS\MAPS_MUS-grieg_elfentanz_SptkBGAm.wav,56.705238095238094,195.0
123,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-scn16_4_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-scn16_4_StbgTGd2.wav,209.22183673469388,267.0
124,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p20_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p20_AkPnCGdD.wav,88.88655328798185,71.0
125,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-ty_dezember_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-ty_dezember_AkPnBsdf.wav,240.64839002267573,56.0
126,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-bk_xmas1_StbgTGd2.mid,F:\MAPS\StbgTGd2\MUS\MAPS_MUS-bk_xmas1_StbgTGd2.wav,385.8541043083901,241.0
127,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p21_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p21_AkPnBsdf.wav,104.92458049886622,40.0
