,midi_filename,audio_filename,duration,Unnamed: 0
13,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-bk_xmas4_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-bk_xmas4_SptkBGCl.wav,230.8533106575964,216.0
14,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-grieg_zwerge_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-grieg_zwerge_AkPnBcht.wav,155.51839002267573,18.0
15,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-bk_xmas5_AkPnCGdD.mid,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-bk_xmas5_AkPnCGdD.wav,395.8281179138322,62.0
16,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-deb_pass_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-deb_pass_SptkBGAm.wav,218.9772335600907,193.0
17,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-chpn-p24_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-chpn-p24_AkPnBcht.wav,125.21879818594104,8.0
18,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-deb_clai_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-deb_clai_StbgTGd2.wav,250.28272108843535,247.0
19,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-chpn-p19_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-chpn-p19_AkPnBsdf.wav,69.22471655328798,38.0
20,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-alb_esp5_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-alb_esp5_SptkBGCl.wav,123.16891156462584,211.0
21,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-bk_xmas1_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-bk_xmas1_AkPnBsdf.wav,385.854126984127,35.0
22,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-grieg_walzer_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-grieg_walzer_AkPnBcht.wav,110.44034013605442,17.0
23,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-chpn-p13_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-chpn-p13_AkPnBcht.wav,155.48519274376417,5.0
24,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-liz_et_trans5_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-liz_et_trans5_StbgTGd2.wav,196.42816326530613,251.0
25,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-scn15_12_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-scn15_12_StbgTGd2.wav,85.75766439909297,265.0
26,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-grieg_halling_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-grieg_halling_AkPnBsdf.wav,51.53873015873016,45.0
27,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-mz_331_1_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-mz_331_1_SptkBGCl.wav,833.8046258503401,230.0
28,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-mz_331_2_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-mz_331_2_AkPnBcht.wav,367.6289795918368,21.0
29,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-chpn-p2_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-chpn-p2_SptkBGCl.wav,118.07732426303856,219.0
30,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-alb_se7_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-alb_se7_AkPnBsdf.wav,154.18648526077098,32.0
31,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-appass_3_AkPnStgb.mid,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-appass_3_AkPnStgb.wav,467.12888888888887,93.0
32,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-schub_d960_3_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-schub_d960_3_SptkBGCl.wav,234.55408163265307,232.0
33,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-gra_esp_4_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-gra_esp_4_AkPnBcht.wav,284.878231292517,15.0
34,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-bk_xmas5_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-bk_xmas5_StbgTGd2.wav,395.8280952380952,243.0
35,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-liz_et6_AkPnCGdD.mid,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-liz_et6_AkPnCGdD.wav,327.5102267573696,79.0
36,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-br_im5_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-br_im5_AkPnBsdf.wav,176.43605442176872,37.0
37,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-ty_juli_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-ty_juli_AkPnBcht.wav,114.54809523809524,28.0
38,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-gra_esp_2_AkPnStgb.mid,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-gra_esp_2_AkPnStgb.wav,209.9081859410431,105.0
39,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-waldstein_3_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-waldstein_3_SptkBGCl.wav,581.4769387755102,239.0
40,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-ty_mai_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-ty_mai_StbgTGd2.wav,194.04673469387757,269.0
41,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-chpn_op27_2_AkPnStgb.mid,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-chpn_op27_2_AkPnStgb.wav,311.9896598639456,102.0
42,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-liz_et2_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-liz_et2_SptkBGAm.wav,320.7443990929705,198.0
43,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-chpn_op35_3_AkPnStgb.mid,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-chpn_op35_3_AkPnStgb.wav,448.2390022675737,103.0
44,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-bk_xmas1_AkPnStgb.mid,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-bk_xmas1_AkPnStgb.wav,385.854126984127,95.0
45,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-liz_et_trans4_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-liz_et_trans4_SptkBGAm.wav,375.3265306122449,199.0
46,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-ty_september_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-ty_september_SptkBGAm.wav,164.68596371882086,209.0
47,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-grieg_butterfly_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-grieg_butterfly_StbgTGd2.wav,100.21204081632654,249.0
48,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-chpn-p7_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-chpn-p7_SptkBGCl.wav,39.44555555555556,221.0
49,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-chpn-p19_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-chpn-p19_StbgTGd2.wav,69.22471655328798,246.0
50,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-liz_et2_AkPnStgb.mid,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-liz_et2_AkPnStgb.wav,320.7443764172336,107.0
51,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-mz_570_1_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-mz_570_1_StbgTGd2.wav,478.5040136054422,260.0
52,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-scn16_2_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-scn16_2_AkPnBcht.wav,442.3171201814058,27.0
53,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-bach_846_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-bach_846_AkPnBcht.wav,228.05861678004536,1.0
54,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-chpn-p11_AkPnCGdD.mid,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-chpn-p11_AkPnCGdD.wav,32.77759637188208,67.0
55,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-alb_se3_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-alb_se3_AkPnBsdf.wav,250.07780045351475,30.0
56,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-chpn-p6_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-chpn-p6_SptkBGAm.wav,92.95360544217688,187.0
57,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-chpn_op27_2_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-chpn_op27_2_SptkBGCl.wav,311.3044897959184,222.0
58,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-alb_se2_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-alb_se2_StbgTGd2.wav,238.97532879818596,240.0
59,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-chp_op31_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-chp_op31_AkPnBcht.wav,516.5549433106576,14.0
60,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-schu_143_1_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-schu_143_1_AkPnBcht.wav,749.9702947845805,24.0
61,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-grieg_elfentanz_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-grieg_elfentanz_AkPnBsdf.wav,55.387573696145125,44.0
62,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-liz_rhap10_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-liz_rhap10_AkPnBsdf.wav,284.4521088435374,48.0
63,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-liz_et1_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-liz_et1_SptkBGAm.wav,289.3907029478458,197.0
64,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-mz_333_1_AkPnStgb.mid,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-mz_333_1_AkPnStgb.wav,693.5837414965987,110.0
65,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-bk_xmas2_AkPnStgb.mid,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-bk_xmas2_AkPnStgb.wav,401.2797052154195,96.0
66,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-grieg_butterfly_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-grieg_butterfly_AkPnBsdf.wav,100.21206349206348,43.0
67,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-grieg_kobold_AkPnCGdD.mid,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-grieg_kobold_AkPnCGdD.wav,86.95117913832199,77.0
68,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-chpn-p12_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-chpn-p12_AkPnBcht.wav,59.13190476190477,4.0
69,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-chpn-e01_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-chpn-e01_StbgTGd2.wav,112.9690022675737,245.0
70,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-chpn-p1_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-chpn-p1_AkPnBcht.wav,33.21768707482993,7.0
71,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-burg_quelle_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-burg_quelle_SptkBGAm.wav,109.4328344671202,185.0
72,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-chpn_op10_e01_AkPnCGdD.mid,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-chpn_op10_e01_AkPnCGdD.wav,112.96902494331066,73.0
73,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-muss_2_AkPnCGdD.mid,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-muss_2_AkPnCGdD.wav,273.63081632653063,83.0
74,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-mz_331_2_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-mz_331_2_AkPnBsdf.wav,367.6289795918368,52.0
75,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-pathetique_1_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-pathetique_1_StbgTGd2.wav,561.5391156462586,261.0
76,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-chpn-p20_AkPnCGdD.mid,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-chpn-p20_AkPnCGdD.wav,88.88655328798185,71.0
77,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-chpn_op33_2_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-chpn_op33_2_SptkBGAm.wav,142.26321995464852,190.0
78,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-scn16_4_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-scn16_4_StbgTGd2.wav,209.22183673469388,267.0
79,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-mz_331_2_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-mz_331_2_StbgTGd2.wav,367.6289795918368,254.0
80,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-muss_4_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-muss_4_AkPnBsdf.wav,170.7501133786848,51.0
81,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-chpn_op33_4_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-chpn_op33_4_SptkBGAm.wav,316.78439909297055,191.0
82,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-grieg_elfentanz_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-grieg_elfentanz_SptkBGAm.wav,56.705238095238094,195.0
83,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-scn16_4_AkPnCGdD.mid,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-scn16_4_AkPnCGdD.wav,209.22183673469388,87.0
84,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-chpn-p4_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-chpn-p4_AkPnBsdf.wav,104.27263038548752,41.0
85,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-ty_maerz_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-ty_maerz_StbgTGd2.wav,137.06244897959184,268.0
86,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-liz_et6_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-liz_et6_AkPnBsdf.wav,327.5102267573696,47.0
87,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-br_im6_AkPnStgb.mid,D:\Model\Datasets\Maps\AkPnStgb\MUS\MAPS_MUS-br_im6_AkPnStgb.wav,141.23126984126984,99.0
88,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-grieg_wanderer_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-grieg_wanderer_SptkBGAm.wav,101.3101133786848,196.0
89,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-schuim-1_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-schuim-1_StbgTGd2.wav,466.5884580498866,262.0
90,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-gra_esp_3_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-gra_esp_3_SptkBGCl.wav,191.0793424036281,223.0
91,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-scn16_4_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-scn16_4_AkPnBsdf.wav,209.22183673469388,55.0
92,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-scn16_5_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-scn16_5_SptkBGAm.wav,196.8325850340136,205.0
93,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-appass_1_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-appass_1_AkPnBsdf.wav,560.6767800453515,33.0
94,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-alb_se4_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-alb_se4_AkPnBsdf.wav,219.08614512471652,31.0
95,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-bk_xmas2_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-bk_xmas2_SptkBGCl.wav,401.2797052154195,215.0
96,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-liz_rhap09_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-liz_rhap09_StbgTGd2.wav,634.8644671201814,252.0
97,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-appass_1_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-appass_1_SptkBGCl.wav,560.6767800453515,213.0
98,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-scn15_7_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-scn15_7_SptkBGAm.wav,130.79913832199546,204.0
99,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-grieg_walzer_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-grieg_walzer_SptkBGCl.wav,110.44034013605442,224.0
100,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-mz_330_1_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-mz_330_1_SptkBGCl.wav,539.9878231292518,229.0
101,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-ty_november_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-ty_november_SptkBGCl.wav,177.8949433106576,238.0
102,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-br_im5_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-br_im5_SptkBGCl.wav,176.43607709750566,217.0
103,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-mz_333_2_AkPnCGdD.mid,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-mz_333_2_AkPnCGdD.wav,524.6232653061224,84.0
104,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-alb_esp6_SptkBGCl.mid,D:\Model\Datasets\Maps\SptkBGCl\MUS\MAPS_MUS-alb_esp6_SptkBGCl.wav,154.32709750566897,212.0
105,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-scn15_3_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-scn15_3_AkPnBcht.wav,33.85879818594104,25.0
106,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-chpn_op10_e12_AkPnCGdD.mid,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-chpn_op10_e12_AkPnCGdD.wav,141.26628117913833,74.0
107,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-bach_846_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-bach_846_SptkBGAm.wav,228.0585941043084,182.0
108,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-mz_331_3_StbgTGd2.mid,D:\Model\Datasets\Maps\StbgTGd2\MUS\MAPS_MUS-mz_331_3_StbgTGd2.wav,192.18240362811792,255.0
109,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-bach_847_AkPnBcht.mid,D:\Model\Datasets\Maps\AkPnBcht\MUS\MAPS_MUS-bach_847_AkPnBcht.wav,192.25575963718825,2.0
110,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-gra_esp_3_SptkBGAm.mid,D:\Model\Datasets\Maps\SptkBGAm\MUS\MAPS_MUS-gra_esp_3_SptkBGAm.wav,191.07931972789115,194.0
111,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-chpn-p1_AkPnBsdf.mid,D:\Model\Datasets\Maps\AkPnBsdf\MUS\MAPS_MUS-chpn-p1_AkPnBsdf.wav,33.21768707482993,39.0
112,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-liz_et_trans5_AkPnCGdD.mid,D:\Model\Datasets\Maps\AkPnCGdD\MUS\MAPS_MUS-liz_et_trans5_AkPnCGdD.wav,197.5431972789116,80.0
