,midi_filename,audio_filename,duration
39,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p1_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p1_AkPnBsdf.wav,33.21768707482993
40,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p21_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p21_AkPnBsdf.wav,104.92458049886622
41,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p4_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p4_AkPnBsdf.wav,104.27263038548753
42,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p9_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-chpn-p9_AkPnBsdf.wav,91.27317460317461
43,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-grieg_butterfly_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-grieg_butterfly_AkPnBsdf.wav,100.21206349206349
44,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-grieg_elfentanz_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-grieg_elfentanz_AkPnBsdf.wav,55.387573696145125
45,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-grieg_halling_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-grieg_halling_AkPnBsdf.wav,51.53873015873016
46,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-grieg_wanderer_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-grieg_wanderer_AkPnBsdf.wav,102.84557823129252
47,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-liz_et6_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-liz_et6_AkPnBsdf.wav,327.5102267573696
48,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-liz_rhap10_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-liz_rhap10_AkPnBsdf.wav,284.4521088435374
49,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-mond_1_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-mond_1_AkPnBsdf.wav,364.4842857142857
50,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-mos_op36_6_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-mos_op36_6_AkPnBsdf.wav,151.68451247165532
51,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-muss_4_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-muss_4_AkPnBsdf.wav,170.7501133786848
52,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-mz_331_2_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-mz_331_2_AkPnBsdf.wav,367.62897959183675
53,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-mz_331_3_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-mz_331_3_AkPnBsdf.wav,192.18240362811792
54,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-mz_332_1_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-mz_332_1_AkPnBsdf.wav,573.3733333333333
55,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-scn16_4_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-scn16_4_AkPnBsdf.wav,209.22183673469388
56,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-ty_dezember_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-ty_dezember_AkPnBsdf.wav,240.64839002267573
57,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-ty_juli_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-ty_juli_AkPnBsdf.wav,114.54809523809524
58,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-ty_juni_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-ty_juni_AkPnBsdf.wav,234.04106575963718
59,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-waldstein_1_AkPnBsdf.mid,F:\MAPS\AkPnBsdf\MUS\MAPS_MUS-waldstein_1_AkPnBsdf.wav,620.9335827664399
60,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-alb_esp2_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-alb_esp2_AkPnCGdD.wav,127.45591836734694
61,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-alb_esp3_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-alb_esp3_AkPnCGdD.wav,175.26544217687075
62,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-bk_xmas5_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-bk_xmas5_AkPnCGdD.wav,395.8281179138322
63,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-bor_ps1_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-bor_ps1_AkPnCGdD.wav,261.02160997732426
64,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-br_im2_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-br_im2_AkPnCGdD.wav,162.9803628117914
65,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-br_im5_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-br_im5_AkPnCGdD.wav,176.43607709750566
66,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p11-format0_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p11-format0_AkPnCGdD.wav,32.77759637188208
67,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p11_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p11_AkPnCGdD.wav,32.77759637188208
68,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p13_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p13_AkPnCGdD.wav,155.48521541950115
69,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p14_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p14_AkPnCGdD.wav,29.675646258503402
70,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p15_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p15_AkPnCGdD.wav,274.60462585034014
71,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p20_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p20_AkPnCGdD.wav,88.88655328798185
72,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p7_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn-p7_AkPnCGdD.wav,39.44555555555556
73,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn_op10_e01_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn_op10_e01_AkPnCGdD.wav,112.96902494331066
74,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn_op10_e12_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn_op10_e12_AkPnCGdD.wav,141.26628117913833
75,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn_op27_1_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chpn_op27_1_AkPnCGdD.wav,291.8042403628118
76,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chp_op18_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-chp_op18_AkPnCGdD.wav,311.4016553287982
77,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-grieg_kobold_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-grieg_kobold_AkPnCGdD.wav,86.95117913832199
78,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_et5_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_et5_AkPnCGdD.wav,193.0157142857143
79,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_et6_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_et6_AkPnCGdD.wav,327.5102267573696
80,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_et_trans5_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_et_trans5_AkPnCGdD.wav,197.54319727891158
81,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_rhap02_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-liz_rhap02_AkPnCGdD.wav,527.3949886621315
82,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-mendel_op53_5_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-mendel_op53_5_AkPnCGdD.wav,153.63507936507938
83,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-muss_2_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-muss_2_AkPnCGdD.wav,273.63081632653063
84,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-mz_333_2_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-mz_333_2_AkPnCGdD.wav,524.6232653061224
85,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-schub_d960_3_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-schub_d960_3_AkPnCGdD.wav,234.55408163265307
86,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-schu_143_2_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-schu_143_2_AkPnCGdD.wav,229.03267573696147
87,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-scn16_4_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-scn16_4_AkPnCGdD.wav,209.22183673469388
88,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-ty_februar_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-ty_februar_AkPnCGdD.wav,164.1543537414966
89,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-waldstein_2_AkPnCGdD.mid,F:\MAPS\AkPnCGdD\MUS\MAPS_MUS-waldstein_2_AkPnCGdD.wav,248.5822902494331
90,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-alb_esp2_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-alb_esp2_AkPnStgb.wav,127.4559410430839
91,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-alb_esp4_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-alb_esp4_AkPnStgb.wav,193.36478458049888
92,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-alb_se6_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-alb_se6_AkPnStgb.wav,240.68172335600906
93,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-appass_3_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-appass_3_AkPnStgb.wav,467.12888888888887
94,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-bach_847_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-bach_847_AkPnStgb.wav,192.25578231292516
95,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-bk_xmas1_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-bk_xmas1_AkPnStgb.wav,385.854126984127
96,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-bk_xmas2_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-bk_xmas2_AkPnStgb.wav,401.2797052154195
97,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-bk_xmas3_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-bk_xmas3_AkPnStgb.wav,500.2933560090703
98,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-bor_ps5_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-bor_ps5_AkPnStgb.wav,97.32378684807256
99,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-br_im6_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-br_im6_AkPnStgb.wav,141.23126984126984
100,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn-p10_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn-p10_AkPnStgb.wav,25.806009070294785
101,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn-p16_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn-p16_AkPnStgb.wav,62.73696145124717
102,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn_op27_2_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn_op27_2_AkPnStgb.wav,311.9896598639456
103,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn_op35_3_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chpn_op35_3_AkPnStgb.wav,448.2390022675737
104,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chp_op31_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-chp_op31_AkPnStgb.wav,516.5549433106576
105,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-gra_esp_2_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-gra_esp_2_AkPnStgb.wav,209.9081859410431
106,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-grieg_kobold_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-grieg_kobold_AkPnStgb.wav,86.95117913832199
107,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-liz_et2_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-liz_et2_AkPnStgb.wav,320.7443764172336
108,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-liz_et3_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-liz_et3_AkPnStgb.wav,246.36802721088435
109,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-mond_3_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-mond_3_AkPnStgb.wav,412.86124716553286
110,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-mz_333_1_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-mz_333_1_AkPnStgb.wav,693.5837414965987
111,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schub_d960_3_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schub_d960_3_AkPnStgb.wav,234.55410430839
112,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schuim-1_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schuim-1_AkPnStgb.wav,466.58843537414964
113,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schuim-3_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schuim-3_AkPnStgb.wav,315.31249433106575
114,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schumm-1_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schumm-1_AkPnStgb.wav,269.7098185941043
115,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schumm-3_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-schumm-3_AkPnStgb.wav,106.95591836734694
116,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-scn15_13_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-scn15_13_AkPnStgb.wav,79.96176870748299
117,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-ty_januar_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-ty_januar_AkPnStgb.wav,283.70097505668934
118,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-ty_september_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-ty_september_AkPnStgb.wav,164.68596371882086
119,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-waldstein_1_AkPnStgb.mid,F:\MAPS\AkPnStgb\MUS\MAPS_MUS-waldstein_1_AkPnStgb.wav,620.9336054421768
120,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-bk_xmas1_ENSTDkAm.mid,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-bk_xmas1_ENSTDkAm.wav,385.4319954648526
121,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn-p14_ENSTDkAm.mid,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn-p14_ENSTDkAm.wav,29.25199546485261
122,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn-p15_ENSTDkAm.mid,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn-p15_ENSTDkAm.wav,274.1739909297052
123,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn-p4_ENSTDkAm.mid,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn-p4_ENSTDkAm.wav,103.8419954648526
124,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn_op25_e3_ENSTDkAm.mid,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn_op25_e3_ENSTDkAm.wav,106.14199546485261
125,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn_op25_e4_ENSTDkAm.mid,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn_op25_e4_ENSTDkAm.wav,92.91897959183673
126,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn_op33_2_ENSTDkAm.mid,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn_op33_2_ENSTDkAm.wav,141.8339909297052
127,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn_op35_1_ENSTDkAm.mid,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn_op35_1_ENSTDkAm.wav,394.39498866213154
128,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn_op66_ENSTDkAm.mid,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn_op66_ENSTDkAm.wav,276.5019954648526
129,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn_op7_1_ENSTDkAm.mid,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-chpn_op7_1_ENSTDkAm.wav,136.8619954648526
130,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-grieg_butterfly_ENSTDkAm.mid,F:\MAPS\ENSTDkAm2\MUS\MAPS_MUS-grieg_butterfly_ENSTDkAm.wav,99.78199546485261
